index,subject_idx,method,experiment,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVSD,HRV_CVNN,HRV_TINN,HRV_HTI,HRV_SDRMSSD,HRV_pNN20,HRV_pNN50,HRV_IQRNN,HRV_LF,HRV_HF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_SampEn,HRV_TP
25,0,Matched_filter,hand_bike,639.6774194,129.1682466,152.8841992,153.2962478,0.239002026,0.201927163,484.375,16.90909091,0.844876365,79.56989247,60.21505376,111,0.035515418,0.086950306,0.408456502,0.233182452,0.570886866,-2.442418516,108.3968164,146.3462212,0.740687498,1.461711,0.152307421
26,0,Wavelet_transform,hand_bike,632.7234043,135.398434,162.9865648,163.4211354,0.257595284,0.213993086,359.375,12.53333333,0.830733712,79.78723404,56.38297872,108,0.030204686,0.100455607,0.300676959,0.158430834,0.526913783,-2.298039373,115.556193,153.0190953,0.755174985,1.435439828,0.19064904
27,0,Engzee,hand_bike,638.4731183,280.3861273,365.0155124,366.0056571,0.571700675,0.43915103,507.8125,9.789473684,0.768148524,70.96774194,53.76344086,188,0.08564606,0.097245111,0.880723549,0.428455297,0.486481028,-2.330520567,258.8050821,301.6291931,0.858023984,0.609898569,0.199894972
28,0,Christov,hand_bike,683.7942857,38.55378347,42.04868552,42.14883254,0.061493181,0.056382138,156.25,8.333333333,0.916884392,41.14285714,9.714285714,32,0.046873293,0.037163482,1.261272892,0.454655607,0.360473621,-3.292428663,29.80372531,42.28764949,0.704785574,1.922471576,0.10309626
29,0,Hamilton,hand_bike,661.2444444,119.7534069,168.2498807,168.7136815,0.254444301,0.181103082,437.5,12.85714286,0.711759238,79.44444444,61.11111111,80,0.024197278,0.114065194,0.212135506,0.136339053,0.642697939,-2.170985114,119.2985883,119.4578887,0.998666472,1.570598079,0.177478699
30,0,Pan_Tompkins,hand_bike,665.1620112,96.16787469,129.9462292,130.309189,0.195360269,0.144578122,445.3125,13.76923077,0.740058987,77.09497207,53.63128492,86,0.04637271,0.078885671,0.587847067,0.265108703,0.450982437,-2.539755682,92.14251118,99.60010565,0.925124633,1.703566757,0.174919607
31,0,WQRS,hand_bike,665.7333333,128.8311701,129.3103322,129.5032949,0.194237431,0.19351768,375,10,0.99629448,52.77777778,24.44444444,48,0.035039564,0.05405387,0.648234138,0.324180502,0.500097856,-2.917774142,91.57265799,129.7233533,0.705907269,0.681253697,0.108086586
40,1,Elgendi_et_al,sitting,656.9111111,60.70105232,59.45149659,59.61622288,0.090501585,0.092403753,85.9375,12.85714286,1.02101807,61.66666667,32.22222222,85,0.045816912,0.026984626,1.697889453,0.600170344,0.353480224,-3.61248799,42.15503547,74.7591114,0.563878231,1.0810062,0.076339846
41,1,Matched_filter,sitting,650.0434783,70.02886416,51.32304205,51.45353518,0.078953245,0.107729508,304.6875,12.26666667,1.364472201,48.91304348,11.95652174,81,0.052150442,0.021135523,2.467430855,0.707939243,0.286913508,-3.856800087,36.38314364,91.81137211,0.39628145,0.778669354,0.073665138
42,1,Wavelet_transform,sitting,656.4615385,53.96506087,46.43298504,46.56075327,0.070732225,0.082205975,101.5625,10.70588235,1.162213905,58.24175824,27.47252747,75,0.050777355,0.021646357,2.345769115,0.678897124,0.289413447,-3.832918122,32.92342437,68.88985167,0.477913997,1.8498671,0.074793887
43,1,Engzee,sitting,656.5333333,50.47687672,30.02568733,30.10587473,0.045733683,0.076883951,93.75,12,1.681123106,50,6.111111111,73,0.052316491,0.018420489,2.840124988,0.735662159,0.259024572,-3.994291698,21.28806818,68.13664007,0.312432021,1.000973819,0.071114833
44,1,Christov,sitting,656.5494505,50.10271521,29.85785847,29.93772132,0.045476938,0.076312173,62.5,13,1.678041151,48.35164835,4.945054945,74,0.051699412,0.020869035,2.477326408,0.709149661,0.286256046,-3.869488784,21.16916576,67.62959821,0.313016288,0.966138538,0.072903387
45,1,Hamilton,sitting,656.4615385,51.76109755,38.36665219,38.47182765,0.058444631,0.078848637,132.8125,13,1.349116866,51.0989011,17.03296703,72,0.051499689,0.021835831,2.35849456,0.685362804,0.290593337,-3.824203025,27.20369021,67.97867719,0.400179752,1.428596741,0.07514223
46,1,Pan_Tompkins,sitting,656.6813187,54.43732858,45.98918922,46.10824002,0.070032736,0.082897635,78.125,14,1.183698376,63.18681319,27.47252747,80,0.028699673,0.028289955,1.014482833,0.485547269,0.47861556,-3.565248496,32.60344918,69.41525476,0.469687093,1.923335827,0.059107888
47,1,WQRS,sitting,691.9306358,467.479829,466.4341724,466.4060373,0.674105392,0.675616608,39.0625,11.53333333,1.002241809,49.71098266,6.358381503,76,0.048174938,0.020052222,2.402473788,0.702348388,0.29234383,-3.909415297,329.7988717,337.1147645,0.97829851,0.110651449,0.068591228
48,1,Elgendi_et_al,maths,507.7081545,52.65879738,27.48918283,27.54739975,0.05414367,0.103718636,210.9375,11.0952381,1.915618872,12.87553648,7.725321888,76,0.001598197,0.000837287,1.908781084,0.583752901,0.305824961,-7.085343915,19.47895316,71.93730892,0.270776784,0.641195775,0.002737797
49,1,Matched_filter,maths,507.4893617,56.70506706,32.03203525,32.08312449,0.063118634,0.111736465,242.1875,11.19047619,1.770261135,12.76595745,3.829787234,84,0.001613004,0.000812243,1.985862427,0.641456457,0.323011528,-7.115710569,22.68619489,75.35037316,0.301076079,0.554915795,0.002514596
50,1,Wavelet_transform,maths,509.0940171,60.09005872,52.73628618,52.84389402,0.103588501,0.118033323,250,13.76470588,1.139444263,65.38461538,32.47863248,84,0.001605819,0.002106862,0.762184953,0.346876967,0.455108653,-6.162555644,37.3662758,75.89996766,0.492309509,1.48645269,0.00462936
51,1,Engzee,maths,508.4806867,51.27117574,10.90396954,10.91524432,0.021444216,0.100832101,148.4375,10.59090909,4.702065202,6.43776824,0,84,0.001558323,0.000680006,2.291630672,0.689907939,0.301055466,-7.29340867,7.718243278,71.82303558,0.107461947,0.476804541,0.002258741
52,1,Christov,maths,507,55.02015105,35.71709168,35.78649586,0.070447913,0.108521008,375,11.8,1.540443201,6.779661017,1.271186441,84,0.001622986,0.000701122,2.314841109,0.690006079,0.29807924,-7.262828523,25.3048739,72.9597527,0.346833329,0.503429922,0.002352133
53,1,Hamilton,maths,509.2307692,55.93978747,35.59813854,35.66939939,0.06990571,0.109851546,132.8125,9.75,1.571424511,60.68376068,20.08547009,80,0.001551776,0.001274627,1.217436177,0.437606353,0.359449112,-6.665102082,25.22207419,74.24973559,0.339692445,1.47840965,0.003546056
54,1,Pan_Tompkins,maths,509.3675214,53.86656512,21.70105118,21.73459183,0.042603916,0.105751865,70.3125,12.31578947,2.482209948,17.09401709,5.555555556,87,0.001565819,0.000751141,2.084588103,0.640396605,0.307205344,-7.193917623,15.36867727,73.89187089,0.207988742,0.606247892,0.002445077
55,1,WQRS,maths,521.5478261,224.667838,218.2960611,218.2912433,0.418554254,0.430771306,164.0625,12.10526316,1.029188694,5.217391304,0.434782609,83,0.000410816,0.0002823,1.455244843,0.57948031,0.398201246,-8.172538575,154.3552184,171.4881879,0.900092422,0.078059826,0.000708939
56,1,Elgendi_et_al,walking,576.173913,35.56436385,19.18332609,19.2172864,0.033294333,0.06172505,62.5,8.28,1.853920623,10.62801932,2.898550725,52,0.0135252,0.003507737,3.855819309,0.718751352,0.186406907,-5.652784177,13.58867353,47.82974779,0.284105063,1.006967699,0.018817634
57,1,Matched_filter,walking,574.9038462,47.23494965,53.6649113,53.782867,0.09334589,0.082161478,265.625,8,0.880183131,15.86538462,5.288461538,56,0.012520784,0.013846594,0.904250097,0.369096613,0.408179788,-4.27971597,38.03022997,51.93232311,0.732303654,0.660876111,0.033922783
58,1,Wavelet_transform,walking,577.1207729,46.5507334,47.06945911,47.16031275,0.081559114,0.080660298,101.5625,9.857142857,0.988979569,59.42028986,28.50241546,64,0.014474147,0.008107775,1.78521805,0.58259152,0.326341939,-4.814931748,33.34737695,53.45702229,0.623816582,1.344447251,0.024844418
59,1,Engzee,walking,578.4780488,57.93594973,63.56222827,63.71712575,0.109878376,0.100152374,62.5,7.321428571,0.911483932,7.804878049,0.975609756,48,0.036921991,0.038953027,0.947859362,0.440438133,0.464666121,-3.245398794,45.0548117,68.51332095,0.657606595,0.814079825,0.083830142
60,1,Christov,walking,574.0384615,46.41004453,34.47998789,34.53620286,0.060065641,0.080848319,335.9375,7.172413793,1.345999444,8.173076923,1.923076923,52,0.022868659,0.022298521,1.025568427,0.447315567,0.436163552,-3.803234934,24.42078324,58.42360781,0.417995125,0.730935052,0.051124219
61,1,Hamilton,walking,574.5769231,43.42947914,38.37974506,38.46010141,0.066796531,0.075585143,234.375,10.4,1.131572893,52.40384615,12.98076923,57,0.013453075,0.004069006,3.306231628,0.643465326,0.194621974,-5.504356604,27.19539851,52.60693234,0.516954654,1.450720466,0.020907227
62,1,Pan_Tompkins,walking,574.4423077,47.46518214,53.31376453,53.43160357,0.092809606,0.082628284,343.75,10.94736842,0.890298829,62.5,26.44230769,64,0.009679413,0.004646495,2.083164515,0.611006559,0.293306916,-5.371642177,37.78184921,52.73601417,0.716433538,1.855272875,0.015841749
63,1,WQRS,walking,573.0334928,40.98784796,26.14015479,26.20264482,0.04561715,0.07152784,218.75,8.36,1.568003261,9.56937799,1.913875598,52,0.02378248,0.020853615,1.140448799,0.488000041,0.427901753,-3.870227977,18.52806783,54.84822984,0.337806122,0.679144618,0.048734586
64,1,Elgendi_et_al,hand_bike,610.0307692,42.18245931,53.63873043,53.77703059,0.08792791,0.069148085,117.1875,8.47826087,0.786417929,39.48717949,25.64102564,52,0.061318456,0.029032057,2.112094762,0.613442044,0.290442482,-3.539354638,38.026103,46.0811949,0.825197851,0.926143028,0.099958026
65,1,Matched_filter,hand_bike,606.7817259,47.21961361,49.38643952,49.51275729,0.081390783,0.077819769,304.6875,7.576923077,0.956125084,22.84263959,7.614213198,44,0.058575809,0.033591413,1.743773296,0.578990098,0.332032897,-3.393484808,35.01080644,57.03296393,0.613869665,0.799322029,0.101168931
66,1,Wavelet_transform,hand_bike,609.3469388,46.39874049,57.64613537,57.77554535,0.094603143,0.076145029,304.6875,12.25,0.804889004,63.7755102,29.59183673,57,0.05846165,0.028962098,2.018557182,0.645143921,0.319606463,-3.541767281,40.8534799,47.04127579,0.868460288,1.703501986,0.090617997
67,1,Engzee,hand_bike,609.8556701,34.82152562,33.72181226,33.80920254,0.055294743,0.057097978,140.625,8.083333333,1.032611336,19.07216495,5.154639175,40,0.05915282,0.027571816,2.145408918,0.645200813,0.300735588,-3.590961189,23.90671638,43.1674652,0.553813301,1.271631453,0.091681254
68,1,Christov,hand_bike,610.0102564,36.38822594,38.17809595,38.27619971,0.06258599,0.059651826,218.75,8.47826087,0.953117882,20,5.128205128,40,0.05807242,0.030181807,1.924086902,0.612990462,0.318587721,-3.500515941,27.06536037,43.83707349,0.617408011,1.272635043,0.094736254
69,1,Hamilton,hand_bike,608.755102,44.18331539,52.57746422,52.69786901,0.086368827,0.072579787,242.1875,9.8,0.84034702,59.18367347,18.87755102,56,0.060389265,0.032814806,1.8403054,0.601708005,0.326960952,-3.416875452,37.26302053,47.06597638,0.791718846,1.478953192,0.100363075
70,1,Pan_Tompkins,hand_bike,609.5306122,42.17502094,52.00788895,52.13036385,0.085324491,0.069192621,273.4375,9.333333333,0.810935068,55.10204082,20.40816327,49,0.059393238,0.031014084,1.915040873,0.597556221,0.312033142,-3.473313868,36.86173378,44.29761649,0.832138086,1.576199271,0.099393556
71,1,WQRS,hand_bike,620.3108808,154.3307688,155.8246878,155.8511338,0.251204183,0.248795843,171.875,7.423076923,0.990412822,20.20725389,5.699481865,48,0.059607388,0.030850589,1.932131287,0.61005735,0.315743218,-3.478599435,110.2033936,114.6799629,0.960964678,0.311795329,0.097707844
72,2,Elgendi_et_al,sitting,809.6164384,62.7877937,53.29734418,53.48150395,0.065830363,0.077552518,179.6875,12.16666667,1.178066087,63.01369863,26.02739726,80,0.039149033,0.021663465,1.807145511,0.627488695,0.347226436,-3.832128096,37.81713411,80.64003075,0.468962298,1.572011507,0.062390021
73,2,Matched_filter,sitting,792.7466667,105.8618948,61.04415829,61.24812231,0.077003362,0.133538114,453.125,13.63636364,1.73418551,63.33333333,23.33333333,84,0.031579962,0.026534559,1.190144601,0.531645992,0.446707057,-3.629307274,43.30896262,143.6638432,0.301460421,1.16315081,0.059400358
74,2,Wavelet_transform,sitting,802.8993289,88.11891113,80.43530219,80.6313933,0.100181055,0.109750884,632.8125,14.9,1.095525332,75.83892617,44.96644295,88,0.030324755,0.036455181,0.831836628,0.423873936,0.509563924,-3.311671686,57.01500498,103.3301935,0.551774879,1.766069983,0.071541919
75,2,Engzee,sitting,809.2054795,62.46498802,50.77061328,50.94659513,0.062741312,0.077192987,210.9375,11.23076923,1.230337473,61.64383562,23.97260274,80,0.039831902,0.022053446,1.806153212,0.628970374,0.348237553,-3.814286421,36.0246829,80.78554933,0.445929788,1.566209178,0.063328741
76,2,Christov,sitting,809.1972789,62.40374939,50.71975109,50.89289094,0.062679092,0.077118091,210.9375,11.30769231,1.230363873,62.58503401,23.1292517,80,0.039622292,0.023212631,1.706928092,0.61767474,0.361863363,-3.763058697,35.9867083,80.80840488,0.445333729,1.597603455,0.064147503
77,2,Hamilton,sitting,802.5503356,82.32068443,67.81772072,68.012539,0.084502763,0.102573858,414.0625,13.54545455,1.213852125,69.12751678,40.26845638,84,0.039342024,0.027203152,1.446230357,0.573129434,0.39629194,-3.604422432,48.09212753,102.7883421,0.467875311,1.553038224,0.068644222
78,2,Pan_Tompkins,sitting,802.3355705,92.0999465,89.58040326,89.83685239,0.111649547,0.114789809,453.125,14.9,1.028126054,76.51006711,51.67785235,100,0.039511286,0.033941424,1.164102193,0.498686644,0.428387342,-3.383119059,63.52424753,107.1992884,0.592580869,1.940971867,0.079230689
79,2,WQRS,sitting,820.9315068,153.8773653,158.6828544,158.7748207,0.193296095,0.187442392,210.9375,11.23076923,0.969716394,62.32876712,25.34246575,83,0.039894087,0.023213056,1.718605576,0.61838979,0.359820658,-3.763040413,112.2707524,123.4801177,0.909221294,0.839127139,0.064512849
80,2,Elgendi_et_al,maths,730.1349693,51.59439573,46.11418999,46.24810153,0.063158446,0.070664189,93.75,11.64285714,1.1188399,66.25766871,26.3803681,72,0.03748837,0.02897749,1.293706577,0.550565884,0.425572455,-3.541235945,32.70234621,64.95328729,0.503474844,1.484564583,0.068090615
81,2,Matched_filter,maths,723.4181818,73.32154982,60.9381934,61.05311023,0.084236469,0.101354309,515.625,13.75,1.203211742,65.45454545,27.27272727,72,0.036676823,0.020218384,1.814033363,0.628201959,0.346301216,-3.901162993,43.17106825,88.93655552,0.485414215,1.371766261,0.058383809
82,2,Wavelet_transform,maths,727.4634146,69.33517687,81.24551899,81.45251845,0.111683306,0.095310878,398.4375,10.93333333,0.853403089,78.04878049,51.2195122,88,0.035973199,0.031852815,1.129356974,0.471654679,0.417631174,-3.446629504,57.59562814,72.81978785,0.790933754,1.791759469,0.076270205
83,2,Engzee,maths,730.617284,51.44244034,46.2174176,46.35293983,0.06325804,0.070409558,101.5625,12.46153846,1.113053109,65.43209877,26.54320988,71,0.037813743,0.028479958,1.327731704,0.559794871,0.421617462,-3.558554677,32.77647808,64.70088367,0.506584705,1.553348446,0.067549284
84,2,Christov,maths,727.6341463,63.59968982,60.15358666,60.24187154,0.082670099,0.087406137,585.9375,12.61538462,1.057288407,67.68292683,25.6097561,70,0.03640819,0.019746718,1.84375901,0.631101305,0.34229056,-3.924767957,42.59743588,69.57021739,0.612294132,1.42174111,0.05768993
85,2,Hamilton,maths,722.7151515,72.0175966,66.6626015,66.80652495,0.092239109,0.09964866,351.5625,11,1.080329825,70.90909091,34.54545455,76,0.036881058,0.035655968,1.034358599,0.488318073,0.472097465,-3.333838729,47.23934682,85.11881829,0.554981234,1.446154749,0.07552671
86,2,Pan_Tompkins,maths,728.1463415,72.40769405,87.30736903,87.51335147,0.119903602,0.099441129,406.25,13.66666667,0.829342298,75,48.7804878,84,0.036861603,0.033070227,1.114646188,0.436797008,0.391870544,-3.409121882,61.88128427,74.95331577,0.825597689,1.989290445,0.084390694
87,2,WQRS,maths,747.45,224.2390851,222.9839941,223.0427989,0.298326302,0.300005465,195.3125,13.33333333,1.005628615,65,25,73,0.039119632,0.029387847,1.331149989,0.559464325,0.420286466,-3.527174074,157.7150756,168.3358598,0.936907179,0.5030235,0.069923371
88,2,Elgendi_et_al,hand_bike,519.2982456,76.45953464,103.7574264,103.9854636,0.199803152,0.147236266,179.6875,12,0.736906623,40.35087719,25.43859649,72,0.008186853,0.008694188,0.941646613,0.412901239,0.43848853,-4.74510049,73.52882648,78.95785084,0.931241488,0.712550195,0.01982763
89,2,Matched_filter,hand_bike,498.5941423,86.90474917,116.8879374,117.133037,0.234435039,0.174299579,328.125,18.38461538,0.743487746,63.59832636,48.53556485,100,0.008680264,0.004494147,1.931459628,0.558228617,0.289019045,-5.404979374,82.82556475,90.35946525,0.916623007,0.840998627,0.015549657
90,2,Wavelet_transform,hand_bike,515.5,58.36406117,57.34501039,57.45913826,0.111241533,0.113218353,234.375,14.5,1.017770522,73.27586207,37.06896552,77,0.006450276,0.002870682,2.246948983,0.596910601,0.265653829,-5.853205627,40.6297463,70.66456499,0.57496634,1.628695729,0.010806101
91,2,Engzee,hand_bike,532.4886878,157.5798098,218.5748884,219.072837,0.410477994,0.295930812,281.25,9.608695652,0.720941966,25.33936652,19.00452489,76,0.050227938,0.112666902,0.445809174,0.261812414,0.587274621,-2.183319587,154.9078886,160.6735635,0.964115597,0.37831978,0.191847047
92,2,Christov,hand_bike,511.5708155,66.51954216,52.40097393,52.50369516,0.102431516,0.130029979,281.25,11.65,1.269433317,40.77253219,15.87982833,64,0.006170434,0.003904026,1.580531027,0.535316149,0.338693857,-5.545746994,37.12571889,84.56274704,0.439031609,0.953386046,0.01152671
93,2,Hamilton,hand_bike,480.7258065,79.82930562,105.8352551,106.0499394,0.220157216,0.166059955,265.625,15.5,0.754278955,66.12903226,46.37096774,92,0.004717456,0.017085672,0.276105989,0.188992718,0.684493368,-4.069515055,74.98863129,83.73373358,0.895560583,1.457753325,0.024961048
94,2,Pan_Tompkins,hand_bike,455.4351145,82.25845627,104.4564108,104.6570958,0.229355198,0.180615095,23.4375,10.91666667,0.78749074,75.57251908,55.72519084,96,0.025303968,0.060732981,0.416642948,0.200433659,0.481068167,-2.80126838,74.00374211,89.10978536,0.830478289,1.716392249,0.126246103
95,2,WQRS,hand_bike,519.373913,180.7061095,174.8451592,174.8707671,0.336646017,0.347930662,187.5,12.77777778,1.033520804,36.95652174,20.43478261,64,0.010500585,0.01405718,0.746990881,0.364434848,0.487870545,-4.264622013,123.6523052,144.4813707,0.855835632,0.37980308,0.028813339
96,3,Elgendi_et_al,sitting,800.972973,57.91031606,34.1074732,34.21554028,0.042582552,0.072299963,226.5625,9.25,1.697877639,53.37837838,14.18918919,64,0.030182656,0.01511798,1.996474155,0.642296859,0.321715589,-4.191870517,24.19404055,77.62064117,0.311695964,1.533553215,0.046991754
97,3,Matched_filter,sitting,799.8389262,59.43314062,34.65037732,34.75110991,0.043321694,0.074306387,226.5625,11.46153846,1.715223476,52.34899329,15.43624161,68,0.028233355,0.01414371,1.996177508,0.638871383,0.32004738,-4.258485295,24.57274547,79.05596706,0.310827207,1.623294947,0.04419255
98,3,Wavelet_transform,sitting,800.972973,68.16645752,69.79932362,70.03407454,0.08714317,0.085104566,273.4375,12.33333333,0.976606276,75.67567568,51.35135135,82,0.033127688,0.028393123,1.166750421,0.463024035,0.396849255,-3.561608323,49.52156902,82.21956372,0.602308827,1.829499797,0.071546368
99,3,Engzee,sitting,800.972973,57.98732514,34.65201155,34.76207454,0.043262398,0.072396107,226.5625,11.38461538,1.673418729,54.05405405,16.21621622,68,0.030142043,0.015828597,1.904277604,0.629469526,0.330555548,-4.145937044,24.58049864,77.61499355,0.316697812,1.591893603,0.047884832
